Type,Bedrooms,Bathrooms,Surface,Price,Price_per_m²,City,Zip_code,Region,Longitude,Latitude,Geographic_coordinates
 Appartement,1,1,38,89500,2355.26,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,2,1,125,89999,719.99,Marchienne-Au-Pont,6030,Région wallonne,4.3960065,50.4067102,"50.4067102, 4.3960065"
 Maison,2,1,120,89999,749.99,Bouffioulx,6200,Région wallonne,4.5151961,50.390213,"50.390213, 4.5151961"
 Maison,2,1,89,90000,1011.24,Bois-D'Haine,7170,Région wallonne,4.254013,50.4843145,"50.4843145, 4.254013"
 Maison,2,1,89,90000,1011.24,Bois-D'Haine,7170,Région wallonne,4.2358174,50.4738724,"50.4738724, 4.2358174"
 Maison,2,1,89,90000,1011.24,Bois-D'Haine,7170,Région wallonne,4.2343288,50.5036133,"50.5036133, 4.2343288"
 Maison,2,1,89,90000,1011.24,Bois-D'Haine,7170,Région wallonne,4.2156931,50.5023427,"50.5023427, 4.2156931"
 Maison,2,1,89,90000,1011.24,Bois-D'Haine,7170,Région wallonne,4.2282511,50.4898236,"50.4898236, 4.2282511"
 Maison,2,1,106,90000,849.06,Jumet,6040,Région wallonne,4.4360232749854,50.44466065,"50.44466065, 4.4360232749854"
 Maison Trois Façades,4,1,150,90000,600.0,Morialmé,5621,Région wallonne,4.5634203,50.2776442,"50.2776442, 4.5634203"
 Maison,2,1,134,90000,671.64,Jemappes,7012,Région wallonne,3.8894392,50.448422,"50.448422, 3.8894392"
 Maison,2,1,107,90000,841.12,Frameries,7080,Région wallonne,3.8905656,50.4087571,"50.4087571, 3.8905656"
 Maison,2,1,96,90000,937.5,Frameries,7080,Région wallonne,3.8905656,50.4087571,"50.4087571, 3.8905656"
 Maison,2,4,128,90000,703.12,Boussu,7300,Région wallonne,3.7960902,50.4331253,"50.4331253, 3.7960902"
 Maison,2,2,150,90000,600.0,La Hestre,7170,Région wallonne,4.2358174,50.4738724,"50.4738724, 4.2358174"
 Appartement,2,1,103,90000,873.79,Trazegnies,6183,Région wallonne,4.3317415,50.4665295,"50.4665295, 4.3317415"
 Maison,4,2,138,90000,652.17,Haine-Saint-Paul,7100,Région wallonne,4.1883094,50.454942,"50.454942, 4.1883094"
 Appartement,1,1,41,90000,2195.12,Gilly,6060,Région wallonne,4.485649013438,50.4269705,"50.4269705, 4.485649013438"
 Maison,2,1,122,90000,737.7,Wasmes,7340,Région wallonne,3.846637,50.414181,"50.414181, 3.846637"
 Maison,2,1,42,90000,2142.86,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,2,1,42,90000,2142.86,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,2,1,83,90000,1084.34,Quevaucamps,7972,Région wallonne,3.6909731,50.5302519,"50.5302519, 3.6909731"
 Maison,2,1,96,90000,937.5,Mesvin,7022,Région wallonne,3.960668,50.4283672,"50.4283672, 3.960668"
 Maison quatre façades,2,1,151,90000,596.03,Grâce-Hollogne,4460,Région wallonne,5.503152,50.644955,"50.644955, 5.503152"
 Maison Trois Façades,2,1,103,90000,873.79,Quaregnon,7390,Région wallonne,3.8636971,50.4421804,"50.4421804, 3.8636971"
 Appartement,1,1,66,90000,1363.64,Fleurus,6220,Région wallonne,4.5446545325944,50.47194905,"50.47194905, 4.5446545325944"
 Maison quatre façades,3,1,53,90000,1698.11,Froidchapelle,6440,Région wallonne,4.3269129,50.1511597,"50.1511597, 4.3269129"
 Appartement,1,1,54,90000,1666.67,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Appartement,1,1,54,90000,1666.67,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Maison,2,1,100,90000,900.0,Quaregnon,7390,Région wallonne,3.8636971,50.4421804,"50.4421804, 3.8636971"
 Maison,2,1,135,94000,696.3,Chênée,4032,Région wallonne,5.619261,50.6111024,"50.6111024, 5.619261"
 Appartement,1,1,52,94000,1807.69,Quiévrain,7380,Région wallonne,3.6819263,50.4084818,"50.4084818, 3.6819263"
 Appartement,1,1,35,94700,2705.71,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Appartement,1,1,35,94800,2708.57,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Appartement,1,1,35,94900,2711.43,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Maison,4,1,167,94999,568.86,Dampremy,6020,Région wallonne,4.4322464,50.4186181,"50.4186181, 4.4322464"
 Appartement,1,1,70,94999,1357.13,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Maison,3,1,123,94999,772.35,Montignies-Sur-Sambre,6061,Région wallonne,4.4729234863084,50.4109216,"50.4109216, 4.4729234863084"
 Appartement,2,1,75,95000,1266.67,La Louvière,7100,Région wallonne,4.1852682,50.479487,"50.479487, 4.1852682"
 Maison,3,1,230,95000,413.04,Hensies,7350,Région wallonne,3.6847215,50.4328388,"50.4328388, 3.6847215"
 Maison,2,1,95,95000,1000.0,Hornu,7301,Région wallonne,3.8276077,50.4337613,"50.4337613, 3.8276077"
 Appartement,2,1,33,95000,2878.79,Blanckenberghe,8370,Région flamande,3.1297578035057,51.31651475,"51.31651475, 3.1297578035057"
 Appartement,2,1,33,95000,2878.79,Blanckenberghe,8370,Région flamande,3.1404868099971,51.2996935,"51.2996935, 3.1404868099971"
 Appartement,1,1,75,95000,1266.67,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison Trois Façades,2,1,150,95000,633.33,Bon-Secours,7603,Région wallonne,3.607483,50.4976184,"50.4976184, 3.607483"
 Maison,3,1,90,95000,1055.56,Boussu,7300,Région wallonne,3.7960902,50.4331253,"50.4331253, 3.7960902"
 Maison,2,1,118,95000,805.08,Wihéries,7370,Région wallonne,3.7521224,50.3852902,"50.3852902, 3.7521224"
 Maison,2,1,50,95000,1900.0,Vergnies,6440,Région wallonne,4.3059105,50.198614,"50.198614, 4.3059105"
 Appartement,1,1,50,95000,1900.0,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Appartement,1,1,35,95000,2714.29,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Appartement,1,1,62,95000,1532.26,Tournai,7500,Région wallonne,3.3878259,50.60566,"50.60566, 3.3878259"
 Maison,2,1,107,95000,887.85,Calonne,7642,Région wallonne,3.4371661,50.578325,"50.578325, 3.4371661"
 Maison,2,1,91,95000,1043.96,La Louvière,7100,Région wallonne,4.1852682,50.479487,"50.479487, 4.1852682"
 Appartement,2,1,78,95000,1217.95,Quevaucamps,7972,Région wallonne,3.6909731,50.5302519,"50.5302519, 3.6909731"
 Maison,3,1,110,95000,863.64,Ivoz-Ramet,4400,Région wallonne,5.4523491,50.5822766,"50.5822766, 5.4523491"
 Appartement,2,1,90,95000,1055.56,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,2,1,90,95000,1055.56,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,2,1,150,95000,633.33,Pâturages,7340,Région wallonne,3.8513958,50.4056635,"50.4056635, 3.8513958"
 Maison,2,1,150,95000,633.33,Pâturages,7340,Région wallonne,3.8223517,50.4002638,"50.4002638, 3.8223517"
 Maison,2,1,150,95000,633.33,Pâturages,7340,Région wallonne,3.846637,50.414181,"50.414181, 3.846637"
 Maison,2,1,150,95000,633.33,Pâturages,7340,Région wallonne,3.8629223,50.4136507,"50.4136507, 3.8629223"
 Maison,1,1,103,95000,922.33,Quiévrain,7380,Région wallonne,3.6819263,50.4084818,"50.4084818, 3.6819263"
 Maison,2,1,80,95000,1187.5,Herstal,4040,Région wallonne,5.6403906,50.6701887,"50.6701887, 5.6403906"
 Maison,2,1,98,95000,969.39,La Louvière,7100,Région wallonne,4.1852682,50.479487,"50.479487, 4.1852682"
 Maison,3,1,110,95000,863.64,Hornu,7301,Région wallonne,3.8276077,50.4337613,"50.4337613, 3.8276077"
 Maison,2,1,111,95000,855.86,Thieu,7070,Région wallonne,4.0922224,50.473352,"50.473352, 4.0922224"
 Appartement,1,1,46,95000,2065.22,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,2,1,97,95000,979.38,Colfontaine,7340,Région wallonne,3.8513958,50.4056635,"50.4056635, 3.8513958"
 Maison,3,1,87,95000,1091.95,Warneton,7784,Région wallonne,2.9502023,50.7529932,"50.7529932, 2.9502023"
 Appartement,1,1,35,95100,2717.14,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Appartement,1,1,35,95200,2720.0,Anderlecht,1070,Région de Bruxelles-Capitale,4.3123401,50.8381411,"50.8381411, 4.3123401"
 Appartement,1,1,39,96000,2461.54,Saint-Ghislain,7330,Région wallonne,3.8214781396442,50.448359502766,"50.448359502766, 3.8214781396442"
 Maison,3,1,130,97000,746.15,Brugelette,7940,Région wallonne,3.8546563,50.5954253,"50.5954253, 3.8546563"
 Appartement,2,1,93,97500,1048.39,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Immeuble à appartements,4,3,103,98000,951.46,Verviers,4800,Région wallonne,5.8638544,50.5932274,"50.5932274, 5.8638544"
 Maison Trois Façades,2,1,105,98000,933.33,Mont-Sur-Marchienne,6032,Région wallonne,4.4046365,50.3902046,"50.3902046, 4.4046365"
 Maison quatre façades,1,1,40,98000,2450.0,Roly,5600,Région wallonne,4.5381501,50.1356527,"50.1356527, 4.5381501"
 Appartement,2,1,83,98000,1180.72,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Maison,5,1,146,99000,678.08,Pepinster,4860,Région wallonne,5.8037101,50.5675217,"50.5675217, 5.8037101"
 Appartement,1,1,37,99000,2675.68,Tournai,7500,Région wallonne,3.3878259,50.60566,"50.60566, 3.3878259"
 Maison,2,1,90,99000,1100.0,Ressaix,7134,Région wallonne,4.1910482,50.4238109,"50.4238109, 4.1910482"
 Maison Trois Façades,1,1,113,99000,876.11,Montegnée,4420,Région wallonne,5.5190161,50.64257,"50.64257, 5.5190161"
 Studio,1,1,44,99000,2250.0,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Studio,1,1,44,99000,2250.0,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,2,1,82,99000,1207.32,Houdeng-Goegnies,7110,Région wallonne,4.1575303,50.4879863,"50.4879863, 4.1575303"
 Maison,1,1,60,99000,1650.0,Gilly,6060,Région wallonne,4.485649013438,50.4269705,"50.4269705, 4.485649013438"
 Maison,2,2,115,99000,860.87,Seraing,4100,Région wallonne,5.5083375,50.5966392,"50.5966392, 5.5083375"
 Maison,3,2,110,99000,900.0,Frameries,7080,Région wallonne,3.8905656,50.4087571,"50.4087571, 3.8905656"
 Maison,1,1,91,99000,1087.91,Ghlin,7011,Région wallonne,3.903746,50.4760502,"50.4760502, 3.903746"
 Maison de rangée,6,1,66,99000,1500.0,Verviers,4800,Région wallonne,5.8638544,50.5932274,"50.5932274, 5.8638544"
 Maison,3,1,100,99000,990.0,Trooz,4870,Région wallonne,5.6883726,50.5728102,"50.5728102, 5.6883726"
 Maison,1,1,65,99000,1523.08,Grivegnée,4030,Région wallonne,5.599573,50.621845,"50.621845, 5.599573"
 Maison,3,1,80,99000,1237.5,Ougrée,4102,Région wallonne,5.5389943,50.5992632,"50.5992632, 5.5389943"
 Maison,5,1,211,99000,469.19,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,3,1,110,99000,900.0,Pepinster,4860,Région wallonne,5.8037101,50.5675217,"50.5675217, 5.8037101"
 Appartement,2,1,94,99000,1053.19,Dison,4820,Région wallonne,5.854735,50.611374,"50.611374, 5.854735"
 Maison,2,1,103,99000,961.17,Fléron,4620,Région wallonne,5.6832219,50.6168354,"50.6168354, 5.6832219"
 Maison,5,2,329,99000,300.91,Orp-Jauche,1350,Région wallonne,4.9889872,50.7001001,"50.7001001, 4.9889872"
 Maison,3,3,185,99000,535.14,Verviers,4800,Région wallonne,5.8638544,50.5932274,"50.5932274, 5.8638544"
 Maison,1,1,70,99000,1414.29,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,1,1,71,99000,1394.37,Carnières,7141,Région wallonne,4.2542126,50.443039,"50.443039, 4.2542126"
 Appartement,1,1,34,99000,2911.76,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,1,1,34,99000,2911.76,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison quatre façades,4,2,145,99000,682.76,Nismes,5670,Région wallonne,4.5486173,50.0745275,"50.0745275, 4.5486173"
 Maison,2,1,115,99000,860.87,Nessonvaux,4870,Région wallonne,5.7371309,50.573671,"50.573671, 5.7371309"
 Appartement,2,1,83,99000,1192.77,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Appartement,1,1,54,99000,1833.33,Ans,4430,Région wallonne,5.5190612,50.6624326,"50.6624326, 5.5190612"
 Maison,3,1,150,99000,660.0,Trooz,4870,Région wallonne,5.6883726,50.5728102,"50.5728102, 5.6883726"
 Maison,2,1,70,99000,1414.29,Trooz,4870,Région wallonne,5.6883726,50.5728102,"50.5728102, 5.6883726"
 Appartement,2,1,83,99000,1192.77,Bertrix,6880,Région wallonne,5.2529266,49.8546564,"49.8546564, 5.2529266"
 Maison,1,1,81,99000,1222.22,Beyne-Heusay,4610,Région wallonne,5.6534141,50.6220566,"50.6220566, 5.6534141"
 Maison,2,1,150,99000,660.0,Wihéries,7370,Région wallonne,3.7521224,50.3852902,"50.3852902, 3.7521224"
 Maison de rangée,3,1,50,99000,1980.0,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,2,1,98,99000,1010.2,Marchienne-Au-Pont,6030,Région wallonne,4.3960065,50.4067102,"50.4067102, 4.3960065"
 Appartement,1,1,20,99000,4950.0,Westende,8434,Région flamande,2.7777512824641,51.15833025,"51.15833025, 2.7777512824641"
 Maison,2,1,92,99000,1076.09,Seraing,4100,Région wallonne,5.5083375,50.5966392,"50.5966392, 5.5083375"
 Maison,3,1,100,99000,990.0,Colfontaine,7340,Région wallonne,3.8513958,50.4056635,"50.4056635, 3.8513958"
 Maison,3,1,127,99000,779.53,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison quatre façades,2,1,84,99000,1178.57,Vivegnis,4683,Région wallonne,5.6527071,50.697932,"50.697932, 5.6527071"
 Maison,3,1,98,99000,1010.2,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,3,1,110,99000,900.0,Frameries,7080,Région wallonne,3.8905656,50.4087571,"50.4087571, 3.8905656"
 Maison,4,1,120,99000,825.0,Anderlues,6150,Région wallonne,4.2696102,50.4079969,"50.4079969, 4.2696102"
 Maison,3,1,129,99000,767.44,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,1,1,78,99000,1269.23,La Louvière,7100,Région wallonne,4.1852682,50.479487,"50.479487, 4.1852682"
 Appartement,2,1,60,99000,1650.0,Roulers,8800,Région flamande,3.14416,50.9687312,"50.9687312, 3.14416"
 Appartement,2,1,60,99000,1650.0,Roulers,8800,Région flamande,3.1223026883986,50.91511475,"50.91511475, 3.1223026883986"
 Appartement,2,1,60,99000,1650.0,Roulers,8800,Région flamande,3.1627760972777,50.9042588,"50.9042588, 3.1627760972777"
 Appartement,2,1,60,99000,1650.0,Roulers,8800,Région flamande,3.124765,50.9444948,"50.9444948, 3.124765"
 Maison,3,1,112,99000,883.93,Ensival,4800,Région wallonne,5.843182,50.582172,"50.582172, 5.843182"
 Appartement,2,1,60,99000,1650.0,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Appartement,1,1,80,99500,1243.75,Jemeppe-Sur-Meuse,4101,Région wallonne,5.5049541,50.6168289,"50.6168289, 5.5049541"
 Maison,3,1,91,99500,1093.41,Grâce-Hollogne,4460,Région wallonne,5.503152,50.644955,"50.644955, 5.503152"
 Maison,2,1,99,99900,1009.09,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Appartement,2,1,60,99900,1665.0,Comines,7780,Région wallonne,2.998666,50.768736,"50.768736, 2.998666"
 Maison,2,2,113,99900,884.07,Aiseau-Presles,6250,Région wallonne,4.584081,50.4065228,"50.4065228, 4.584081"
 Maison,3,1,141,99900,708.51,Gilly,6060,Région wallonne,4.485649013438,50.4269705,"50.4269705, 4.485649013438"
 Maison,3,1,160,99999,624.99,Marcinelle,6001,Région wallonne,4.4442531,50.3977245,"50.3977245, 4.4442531"
 Maison,2,1,110,99999,909.08,Gilly,6060,Région wallonne,4.485649013438,50.4269705,"50.4269705, 4.485649013438"
 Maison,2,1,107,99999,934.57,Montignies-Sur-Sambre,6061,Région wallonne,4.4729234863084,50.4109216,"50.4109216, 4.4729234863084"
 Appartement,4,1,258,99999,387.59,Fosses-La-Ville,5070,Région wallonne,4.6978935,50.3959512,"50.3959512, 4.6978935"
 Appartement,1,1,99,99999,1010.09,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Maison,4,1,258,99999,387.59,Fosses-La-Ville,5070,Région wallonne,4.6978935,50.3959512,"50.3959512, 4.6978935"
 Maison,3,1,161,100000,621.12,Dour,7370,Région wallonne,3.7806897,50.3978815,"50.3978815, 3.7806897"
 Appartement,2,1,85,100000,1176.47,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Maison,2,1,83,100000,1204.82,Flénu,7012,Région wallonne,3.8878381,50.4367571,"50.4367571, 3.8878381"
 Maison,2,1,89,100000,1123.6,Souvret,6182,Région wallonne,4.350827,50.450999,"50.450999, 4.350827"
 Maison,3,1,139,100000,719.42,Chênée,4032,Région wallonne,5.619261,50.6111024,"50.6111024, 5.619261"
 Maison Trois Façades,5,1,182,100000,549.45,Vogenée,5650,Région wallonne,4.4523592,50.2398955,"50.2398955, 4.4523592"
 Maison,2,1,120,100000,833.33,Boussu,7300,Région wallonne,3.7960902,50.4331253,"50.4331253, 3.7960902"
 Maison Trois Façades,2,1,239,100000,418.41,Blaton,7321,Région wallonne,3.6611754,50.5011724,"50.5011724, 3.6611754"
 Maison,2,1,112,100000,892.86,Châtelineau,6200,Région wallonne,4.5179328,50.4155938,"50.4155938, 4.5179328"
 Appartement,1,1,60,100000,1666.67,Ostende,8400,Région flamande,2.9203275,51.2303177,"51.2303177, 2.9203275"
 Appartement,1,1,60,100000,1666.67,Ostende,8400,Région flamande,2.9668008654261,51.20484775,"51.20484775, 2.9668008654261"
 Appartement,1,1,60,100000,1666.67,Ostende,8400,Région flamande,2.9200835535007,51.20214645,"51.20214645, 2.9200835535007"
 Appartement,1,1,40,100000,2500.0,Namur,5000,Région wallonne,4.849314651989,50.45620385,"50.45620385, 4.849314651989"
 Appartement,2,1,80,100000,1250.0,Marcinelle,6001,Région wallonne,4.4442531,50.3977245,"50.3977245, 4.4442531"
 Maison,2,1,90,102500,1138.89,Dour,7370,Région wallonne,3.7806897,50.3978815,"50.3978815, 3.7806897"
 Appartement,3,1,78,104000,1333.33,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Maison,3,1,80,104900,1311.25,Gilly,6060,Région wallonne,4.485649013438,50.4269705,"50.4269705, 4.485649013438"
 Maison,2,1,127,105000,826.77,Sirault,7332,Région wallonne,3.7881267,50.5060592,"50.5060592, 3.7881267"
 Appartement,2,1,68,105000,1544.12,Gilly,6060,Région wallonne,4.485649013438,50.4269705,"50.4269705, 4.485649013438"
 Appartement,2,1,63,105000,1666.67,Tournai,7500,Région wallonne,3.3878259,50.60566,"50.60566, 3.3878259"
 Maison,3,1,122,105000,860.66,Mouscron,7700,Région wallonne,3.2139093,50.7433351,"50.7433351, 3.2139093"
 Maison,2,1,150,105000,700.0,Froyennes,7503,Région wallonne,3.3569842,50.6195489,"50.6195489, 3.3569842"
 Maison,4,1,140,105000,750.0,Châtelet,6200,Région wallonne,4.5243511,50.4046075,"50.4046075, 4.5243511"
 Maison,1,1,120,105000,875.0,Genly,7040,Région wallonne,3.9168758,50.3922864,"50.3922864, 3.9168758"
 Maison,2,1,118,105000,889.83,Ham-Sur-Heure,6120,Région wallonne,4.3889214,50.3219897,"50.3219897, 4.3889214"
 Appartement,2,1,108,105000,972.22,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Maison,1,1,80,105000,1312.5,Givry,7041,Région wallonne,4.0293435,50.3795142,"50.3795142, 4.0293435"
 Appartement,2,1,75,105000,1400.0,Gilly,6060,Région wallonne,4.485649013438,50.4269705,"50.4269705, 4.485649013438"
 Maison,2,1,108,105000,972.22,Ath,7800,Région wallonne,3.7926793502157,50.639504499385,"50.639504499385, 3.7926793502157"
 Maison,2,1,120,105000,875.0,Marcinelle,6001,Région wallonne,4.4442531,50.3977245,"50.3977245, 4.4442531"
 Maison,4,1,230,105000,456.52,Nessonvaux,4870,Région wallonne,5.7371309,50.573671,"50.573671, 5.7371309"
 Maison,2,1,85,105000,1235.29,Comines,7780,Région wallonne,2.998666,50.768736,"50.768736, 2.998666"
 Maison,2,1,90,105000,1166.67,Binche,7130,Région wallonne,4.1701677159951,50.412824846085,"50.412824846085, 4.1701677159951"
 Appartement,1,1,37,105000,2837.84,Liège,4020,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Appartement,1,1,37,105000,2837.84,Liège,4000,Région wallonne,5.5734203,50.6451381,"50.6451381, 5.5734203"
 Maison,2,1,95,105000,1105.26,Poulseur,4171,Région wallonne,5.5827847,50.5097627,"50.5097627, 5.5827847"
 Appartement,2,1,75,105000,1400.0,Seraing,4100,Région wallonne,5.5083375,50.5966392,"50.5966392, 5.5083375"
 Appartement,2,1,70,105000,1500.0,Charleroi,6000,Région wallonne,4.4491649999234,50.41571025,"50.41571025, 4.4491649999234"
 Duplex,1,1,65,105000,1615.38,Merksem,2170,Région flamande,4.4453401635115,51.24994295,"51.24994295, 4.4453401635115"
 Maison,2,1,90,105000,1166.67,Néchin,7730,Région wallonne,3.2690175,50.6669438,"50.6669438, 3.2690175"
